record_id,source_id,source_record_id,observation_type,species,country,geography,site_id,site_name,spatial_block_id,cell_id,longitude,latitude,collection_date,year,month,value,unit,reported_individual_count,life_stage,collecting_method,sampling_effort,taxonomic_basis,molecular_method,pcr_confirmation_status,genbank_accession,presence_absence_status,license,source_url,reporting_note
MMap:KS05-39:MMap8050,KIM_2007_ROK_2005_SURVEY,1006634,confirmed_occurrence,Anopheles sinensis,South Korea,Gyeonggi-do,MMAP_37.87861_126.75911,"Majeong-ri, Paju",b+378_+1267,r183c1227,126.75911111,37.87861111,2005-08-04,2005,8,1,presence,61,Adult,"Adult, animal shed resting",not reported at record level,molecular_DNA_field_record,DNA; method detail not retained in layer,source_confirmed_molecular_ITS2,,detected; no non-detection inferred,public layer terms/reuse status require review,https://experience.arcgis.com/experience/5f95c3edfbea4634b8347fec0bd1dcd6,"ArcGIS MosquitoMap2 OBJECTID=1006634; raw source=2005 general survey; locality=Majeong-ri, Paju; The 2005 survey publication reports ITS2 molecular confirmation; the service record exposes IdentificationMethod=DNA."
MMap:KS05-51:MMap8063,KIM_2007_ROK_2005_SURVEY,1006636,confirmed_occurrence,Anopheles sinensis,South Korea,Gyeonggi-do,MMAP_37.87861_126.75911,"Majeong-ri, Paju",b+378_+1267,r183c1227,126.75911111,37.87861111,2005-08-13,2005,8,1,presence,64,Adult,"Adult, animal shed resting",not reported at record level,molecular_DNA_field_record,DNA; method detail not retained in layer,source_confirmed_molecular_ITS2,,detected; no non-detection inferred,public layer terms/reuse status require review,https://experience.arcgis.com/experience/5f95c3edfbea4634b8347fec0bd1dcd6,"ArcGIS MosquitoMap2 OBJECTID=1006636; raw source=2005 general survey; locality=Majeong-ri, Paju; The 2005 survey publication reports ITS2 molecular confirmation; the service record exposes IdentificationMethod=DNA."
MMap:KS05-56:MMap8076,KIM_2007_ROK_2005_SURVEY,1006638,confirmed_occurrence,Anopheles sinensis,South Korea,Gyeonggi-do,MMAP_37.87861_126.75911,"Majeong-ri, Paju",b+378_+1267,r183c1227,126.75911111,37.87861111,2005-08-19,2005,8,1,presence,52,Adult,"Adult, animal shed resting",not reported at record level,molecular_DNA_field_record,DNA; method detail not retained in layer,source_confirmed_molecular_ITS2,,detected; no non-detection inferred,public layer terms/reuse status require review,https://experience.arcgis.com/experience/5f95c3edfbea4634b8347fec0bd1dcd6,"ArcGIS MosquitoMap2 OBJECTID=1006638; raw source=2005 general survey; locality=Majeong-ri, Paju; The 2005 survey publication reports ITS2 molecular confirmation; the service record exposes IdentificationMethod=DNA."
MMap:KS05-68:MMap8101,KIM_2007_ROK_2005_SURVEY,1006640,confirmed_occurrence,Anopheles sinensis,South Korea,Gyeonggi-do,MMAP_37.87861_126.75911,"Majeong-ri, Paju",b+378_+1267,r183c1227,126.75911111,37.87861111,2005-08-25,2005,8,1,presence,56,Adult,"Adult, animal shed resting",not reported at record level,molecular_DNA_field_record,DNA; method detail not retained in layer,source_confirmed_molecular_ITS2,,detected; no non-detection inferred,public layer terms/reuse status require review,https://experience.arcgis.com/experience/5f95c3edfbea4634b8347fec0bd1dcd6,"ArcGIS MosquitoMap2 OBJECTID=1006640; raw source=2005 general survey; locality=Majeong-ri, Paju; The 2005 survey publication reports ITS2 molecular confirmation; the service record exposes IdentificationMethod=DNA."
MMap:KS05-83:MMap8130,KIM_2007_ROK_2005_SURVEY,1006642,confirmed_occurrence,Anopheles sinensis,South Korea,Gyeonggi-do,MMAP_37.87861_126.75911,"Majeong-ri, Paju",b+378_+1267,r183c1227,126.75911111,37.87861111,2005-09-02,2005,9,1,presence,50,Adult,"Adult, animal shed resting",not reported at record level,molecular_DNA_field_record,DNA; method detail not retained in layer,source_confirmed_molecular_ITS2,,detected; no non-detection inferred,public layer terms/reuse status require review,https://experience.arcgis.com/experience/5f95c3edfbea4634b8347fec0bd1dcd6,"ArcGIS MosquitoMap2 OBJECTID=1006642; raw source=2005 general survey; locality=Majeong-ri, Paju; The 2005 survey publication reports ITS2 molecular confirmation; the service record exposes IdentificationMethod=DNA."
MMap:KS05-9:MMap8145,KIM_2007_ROK_2005_SURVEY,1006617,confirmed_occurrence,Anopheles sinensis,South Korea,Gyeonggi-do,MMAP_37.87861_126.75911,"Majeong-ri, Paju",b+378_+1267,r183c1227,126.75911111,37.87861111,2005-05-31,2005,5,1,presence,10,Adult,"Adult, animal shed resting",not reported at record level,molecular_DNA_field_record,DNA; method detail not retained in layer,source_confirmed_molecular_ITS2,,detected; no non-detection inferred,public layer terms/reuse status require review,https://experience.arcgis.com/experience/5f95c3edfbea4634b8347fec0bd1dcd6,"ArcGIS MosquitoMap2 OBJECTID=1006617; raw source=2005 general survey; locality=Majeong-ri, Paju; The 2005 survey publication reports ITS2 molecular confirmation; the service record exposes IdentificationMethod=DNA."
MMap:KS05-59:MMap8085,KIM_2007_ROK_2005_SURVEY,1006649,confirmed_occurrence,Anopheles sinensis,South Korea,Gyeonggi-do,MMAP_37.89003_126.81603,Munsan area,b+378_+1268,r183c1227,126.81603333,37.89002778,2005-08-24,2005,8,1,presence,4,Larva,Larval collection,not reported at record level,molecular_DNA_field_record,DNA; method detail not retained in layer,source_confirmed_molecular_ITS2,,detected; no non-detection inferred,public layer terms/reuse status require review,https://experience.arcgis.com/experience/5f95c3edfbea4634b8347fec0bd1dcd6,ArcGIS MosquitoMap2 OBJECTID=1006649; raw source=2005 general survey; locality=Munsan area; The 2005 survey publication reports ITS2 molecular confirmation; the service record exposes IdentificationMethod=DNA.
MMap:KS05-76:MMap8116,KIM_2007_ROK_2005_SURVEY,1006651,confirmed_occurrence,Anopheles sinensis,South Korea,Gyeonggi-do,MMAP_37.89038_126.82971,Munsan area,b+378_+1268,r183c1227,126.82971389,37.89038056,2005-08-31,2005,8,1,presence,21,Larva,Larval collection,not reported at record level,molecular_DNA_field_record,DNA; method detail not retained in layer,source_confirmed_molecular_ITS2,,detected; no non-detection inferred,public layer terms/reuse status require review,https://experience.arcgis.com/experience/5f95c3edfbea4634b8347fec0bd1dcd6,ArcGIS MosquitoMap2 OBJECTID=1006651; raw source=2005 general survey; locality=Munsan area; The 2005 survey publication reports ITS2 molecular confirmation; the service record exposes IdentificationMethod=DNA.
MMap:KS05-77:MMap8119,KIM_2007_ROK_2005_SURVEY,1006652,confirmed_occurrence,Anopheles sinensis,South Korea,Gyeonggi-do,MMAP_37.89038_126.82971,Munsan area,b+378_+1268,r183c1227,126.82971389,37.89038056,2005-08-31,2005,8,1,presence,14,Larva,Larval collection,not reported at record level,molecular_DNA_field_record,DNA; method detail not retained in layer,source_confirmed_molecular_ITS2,,detected; no non-detection inferred,public layer terms/reuse status require review,https://experience.arcgis.com/experience/5f95c3edfbea4634b8347fec0bd1dcd6,ArcGIS MosquitoMap2 OBJECTID=1006652; raw source=2005 general survey; locality=Munsan area; The 2005 survey publication reports ITS2 molecular confirmation; the service record exposes IdentificationMethod=DNA.
MMap:KS05-14:MMap7970,KIM_2007_ROK_2005_SURVEY,1006654,confirmed_occurrence,Anopheles sinensis,South Korea,Gyeonggi-do,MMAP_37.89359_126.83240,Highway #3 X #37,b+378_+1268,r183c1227,126.83239722,37.89358889,2005-06-21,2005,6,1,presence,8,Larva,Larval collection,not reported at record level,molecular_DNA_field_record,DNA; method detail not retained in layer,source_confirmed_molecular_ITS2,,detected; no non-detection inferred,public layer terms/reuse status require review,https://experience.arcgis.com/experience/5f95c3edfbea4634b8347fec0bd1dcd6,ArcGIS MosquitoMap2 OBJECTID=1006654; raw source=2005 general survey; locality=Highway #3 X #37; The 2005 survey publication reports ITS2 molecular confirmation; the service record exposes IdentificationMethod=DNA.
MMap:KS05-72:MMap8109,KIM_2007_ROK_2005_SURVEY,1006657,confirmed_occurrence,Anopheles sinensis,South Korea,Gyeonggi-do,MMAP_37.89404_126.82563,Gimpo area,b+378_+1268,r183c1227,126.82563333,37.89404444,2005-08-30,2005,8,1,presence,23,Larva,Larval collection,not reported at record level,molecular_DNA_field_record,DNA; method detail not retained in layer,source_confirmed_molecular_ITS2,,detected; no non-detection inferred,public layer terms/reuse status require review,https://experience.arcgis.com/experience/5f95c3edfbea4634b8347fec0bd1dcd6,ArcGIS MosquitoMap2 OBJECTID=1006657; raw source=2005 general survey; locality=Gimpo area; The 2005 survey publication reports ITS2 molecular confirmation; the service record exposes IdentificationMethod=DNA.
MMap:KS05-60:MMap8090,KIM_2007_ROK_2005_SURVEY,1006656,confirmed_occurrence,Anopheles sinensis,South Korea,Gyeonggi-do,MMAP_37.89404_126.82566,Munsan area,b+378_+1268,r183c1227,126.82566111,37.89404444,2005-08-24,2005,8,1,presence,13,Larva,Larval collection,not reported at record level,molecular_DNA_field_record,DNA; method detail not retained in layer,source_confirmed_molecular_ITS2,,detected; no non-detection inferred,public layer terms/reuse status require review,https://experience.arcgis.com/experience/5f95c3edfbea4634b8347fec0bd1dcd6,ArcGIS MosquitoMap2 OBJECTID=1006656; raw source=2005 general survey; locality=Munsan area; The 2005 survey publication reports ITS2 molecular confirmation; the service record exposes IdentificationMethod=DNA.
MMap:KS05-75:MMap8114,KIM_2007_ROK_2005_SURVEY,1006659,confirmed_occurrence,Anopheles sinensis,South Korea,Gyeonggi-do,MMAP_37.89404_126.82566,Munsan area,b+378_+1268,r183c1227,126.82566111,37.89404444,2005-08-31,2005,8,1,presence,1,Larva,Larval collection,not reported at record level,molecular_DNA_field_record,DNA; method detail not retained in layer,source_confirmed_molecular_ITS2,,detected; no non-detection inferred,public layer terms/reuse status require review,https://experience.arcgis.com/experience/5f95c3edfbea4634b8347fec0bd1dcd6,ArcGIS MosquitoMap2 OBJECTID=1006659; raw source=2005 general survey; locality=Munsan area; The 2005 survey publication reports ITS2 molecular confirmation; the service record exposes IdentificationMethod=DNA.
MMap:KS05-96:MMap8159,KIM_2007_ROK_2005_SURVEY,1006661,confirmed_occurrence,Anopheles sinensis,South Korea,Gyeonggi-do,MMAP_37.89508_126.80189,Munsan area,b+378_+1268,r183c1227,126.80188611,37.89508056,2005-09-12,2005,9,1,presence,12,Larva,Larval collection,not reported at record level,molecular_DNA_field_record,DNA; method detail not retained in layer,source_confirmed_molecular_ITS2,,detected; no non-detection inferred,public layer terms/reuse status require review,https://experience.arcgis.com/experience/5f95c3edfbea4634b8347fec0bd1dcd6,ArcGIS MosquitoMap2 OBJECTID=1006661; raw source=2005 general survey; locality=Munsan area; The 2005 survey publication reports ITS2 molecular confirmation; the service record exposes IdentificationMethod=DNA.
MMap:KS05-61:MMap8091,KIM_2007_ROK_2005_SURVEY,1006663,confirmed_occurrence,Anopheles sinensis,South Korea,Gyeonggi-do,MMAP_37.89816_126.82127,Munsan area,b+378_+1268,r183c1227,126.821275,37.89815556,2005-08-24,2005,8,1,presence,27,Larva,Larval collection,not reported at record level,molecular_DNA_field_record,DNA; method detail not retained in layer,source_confirmed_molecular_ITS2,,detected; no non-detection inferred,public layer terms/reuse status require review,https://experience.arcgis.com/experience/5f95c3edfbea4634b8347fec0bd1dcd6,ArcGIS MosquitoMap2 OBJECTID=1006663; raw source=2005 general survey; locality=Munsan area; The 2005 survey publication reports ITS2 molecular confirmation; the service record exposes IdentificationMethod=DNA.
MMap:KS05-62:MMap8094,KIM_2007_ROK_2005_SURVEY,1006664,confirmed_occurrence,Anopheles sinensis,South Korea,Gyeonggi-do,MMAP_37.89816_126.82138,Munsan area,b+378_+1268,r183c1227,126.82138333,37.89815556,2005-08-24,2005,8,1,presence,1,Larva,Larval collection,not reported at record level,molecular_DNA_field_record,DNA; method detail not retained in layer,source_confirmed_molecular_ITS2,,detected; no non-detection inferred,public layer terms/reuse status require review,https://experience.arcgis.com/experience/5f95c3edfbea4634b8347fec0bd1dcd6,ArcGIS MosquitoMap2 OBJECTID=1006664; raw source=2005 general survey; locality=Munsan area; The 2005 survey publication reports ITS2 molecular confirmation; the service record exposes IdentificationMethod=DNA.
MMap:KS05-97:MMap8163,KIM_2007_ROK_2005_SURVEY,1006666,confirmed_occurrence,Anopheles sinensis,South Korea,Gyeonggi-do,MMAP_37.90391_126.79646,Munsan area,b+379_+1267,r183c1227,126.79645833,37.90391111,2005-09-12,2005,9,1,presence,15,Larva,Larval collection,not reported at record level,molecular_DNA_field_record,DNA; method detail not retained in layer,source_confirmed_molecular_ITS2,,detected; no non-detection inferred,public layer terms/reuse status require review,https://experience.arcgis.com/experience/5f95c3edfbea4634b8347fec0bd1dcd6,ArcGIS MosquitoMap2 OBJECTID=1006666; raw source=2005 general survey; locality=Munsan area; The 2005 survey publication reports ITS2 molecular confirmation; the service record exposes IdentificationMethod=DNA.
MMap:KS05-101:MMap7925,KIM_2007_ROK_2005_SURVEY,1006684,confirmed_occurrence,Anopheles sinensis,South Korea,Gyeonggi-do,MMAP_37.90517_126.73367,"Tongilchon, Paju",b+379_+1267,r183c1226,126.73366667,37.90516667,2005-09-09,2005,9,1,presence,65,Adult,"Adult, animal shed resting",not reported at record level,molecular_DNA_field_record,DNA; method detail not retained in layer,source_confirmed_molecular_ITS2,,detected; no non-detection inferred,public layer terms/reuse status require review,https://experience.arcgis.com/experience/5f95c3edfbea4634b8347fec0bd1dcd6,"ArcGIS MosquitoMap2 OBJECTID=1006684; raw source=2005 general survey; locality=Tongilchon, Paju; The 2005 survey publication reports ITS2 molecular confirmation; the service record exposes IdentificationMethod=DNA."
MMap:KS05-103:MMap7931,KIM_2007_ROK_2005_SURVEY,1006686,confirmed_occurrence,Anopheles sinensis,South Korea,Gyeonggi-do,MMAP_37.90517_126.73367,"Tongilchon, Paju",b+379_+1267,r183c1226,126.73366667,37.90516667,2005-09-16,2005,9,1,presence,66,Adult,"Adult, animal shed resting",not reported at record level,molecular_DNA_field_record,DNA; method detail not retained in layer,source_confirmed_molecular_ITS2,,detected; no non-detection inferred,public layer terms/reuse status require review,https://experience.arcgis.com/experience/5f95c3edfbea4634b8347fec0bd1dcd6,"ArcGIS MosquitoMap2 OBJECTID=1006686; raw source=2005 general survey; locality=Tongilchon, Paju; The 2005 survey publication reports ITS2 molecular confirmation; the service record exposes IdentificationMethod=DNA."
MMap:KS05-111:MMap7945,KIM_2007_ROK_2005_SURVEY,1006688,confirmed_occurrence,Anopheles sinensis,South Korea,Gyeonggi-do,MMAP_37.90517_126.73367,"Tongilchon, Paju",b+379_+1267,r183c1226,126.73366667,37.90516667,2005-09-23,2005,9,1,presence,38,Adult,"Adult, animal shed resting",not reported at record level,molecular_DNA_field_record,DNA; method detail not retained in layer,source_confirmed_molecular_ITS2,,detected; no non-detection inferred,public layer terms/reuse status require review,https://experience.arcgis.com/experience/5f95c3edfbea4634b8347fec0bd1dcd6,"ArcGIS MosquitoMap2 OBJECTID=1006688; raw source=2005 general survey; locality=Tongilchon, Paju; The 2005 survey publication reports ITS2 molecular confirmation; the service record exposes IdentificationMethod=DNA."
MMap:KS05-11:MMap7938,KIM_2007_ROK_2005_SURVEY,1006668,confirmed_occurrence,Anopheles sinensis,South Korea,Gyeonggi-do,MMAP_37.90517_126.73367,"Tongilchon, Paju",b+379_+1267,r183c1226,126.73366667,37.90516667,2005-06-09,2005,6,1,presence,35,Adult,"Adult, animal shed resting",not reported at record level,molecular_DNA_field_record,DNA; method detail not retained in layer,source_confirmed_molecular_ITS2,,detected; no non-detection inferred,public layer terms/reuse status require review,https://experience.arcgis.com/experience/5f95c3edfbea4634b8347fec0bd1dcd6,"ArcGIS MosquitoMap2 OBJECTID=1006668; raw source=2005 general survey; locality=Tongilchon, Paju; The 2005 survey publication reports ITS2 molecular confirmation; the service record exposes IdentificationMethod=DNA."
MMap:KS05-22:MMap7993,KIM_2007_ROK_2005_SURVEY,1006669,confirmed_occurrence,Anopheles sinensis,South Korea,Gyeonggi-do,MMAP_37.90517_126.73367,"Tongilchon, Paju",b+379_+1267,r183c1226,126.73366667,37.90516667,2005-06-22,2005,6,1,presence,7,Adult,"Adult, animal shed resting",not reported at record level,molecular_DNA_field_record,DNA; method detail not retained in layer,source_confirmed_molecular_ITS2,,detected; no non-detection inferred,public layer terms/reuse status require review,https://experience.arcgis.com/experience/5f95c3edfbea4634b8347fec0bd1dcd6,"ArcGIS MosquitoMap2 OBJECTID=1006669; raw source=2005 general survey; locality=Tongilchon, Paju; The 2005 survey publication reports ITS2 molecular confirmation; the service record exposes IdentificationMethod=DNA."
MMap:KS05-25:MMap8001,KIM_2007_ROK_2005_SURVEY,1006670,confirmed_occurrence,Anopheles sinensis,South Korea,Gyeonggi-do,MMAP_37.90517_126.73367,"Tongilchon, Paju",b+379_+1267,r183c1226,126.73366667,37.90516667,2005-06-30,2005,6,1,presence,39,Adult,"Adult, animal shed resting",not reported at record level,molecular_DNA_field_record,DNA; method detail not retained in layer,source_confirmed_molecular_ITS2,,detected; no non-detection inferred,public layer terms/reuse status require review,https://experience.arcgis.com/experience/5f95c3edfbea4634b8347fec0bd1dcd6,"ArcGIS MosquitoMap2 OBJECTID=1006670; raw source=2005 general survey; locality=Tongilchon, Paju; The 2005 survey publication reports ITS2 molecular confirmation; the service record exposes IdentificationMethod=DNA."
MMap:KS05-27:MMap8008,KIM_2007_ROK_2005_SURVEY,1006672,confirmed_occurrence,Anopheles sinensis,South Korea,Gyeonggi-do,MMAP_37.90517_126.73367,"Tongilchon, Paju",b+379_+1267,r183c1226,126.73366667,37.90516667,2005-07-06,2005,7,1,presence,29,Adult,"Adult, animal shed resting",not reported at record level,molecular_DNA_field_record,DNA; method detail not retained in layer,source_confirmed_molecular_ITS2,,detected; no non-detection inferred,public layer terms/reuse status require review,https://experience.arcgis.com/experience/5f95c3edfbea4634b8347fec0bd1dcd6,"ArcGIS MosquitoMap2 OBJECTID=1006672; raw source=2005 general survey; locality=Tongilchon, Paju; The 2005 survey publication reports ITS2 molecular confirmation; the service record exposes IdentificationMethod=DNA."
MMap:KS05-30:MMap8026,KIM_2007_ROK_2005_SURVEY,1006674,confirmed_occurrence,Anopheles sinensis,South Korea,Gyeonggi-do,MMAP_37.90517_126.73367,"Tongilchon, Paju",b+379_+1267,r183c1226,126.73366667,37.90516667,2005-07-14,2005,7,1,presence,41,Adult,"Adult, animal shed resting",not reported at record level,molecular_DNA_field_record,DNA; method detail not retained in layer,source_confirmed_molecular_ITS2,,detected; no non-detection inferred,public layer terms/reuse status require review,https://experience.arcgis.com/experience/5f95c3edfbea4634b8347fec0bd1dcd6,"ArcGIS MosquitoMap2 OBJECTID=1006674; raw source=2005 general survey; locality=Tongilchon, Paju; The 2005 survey publication reports ITS2 molecular confirmation; the service record exposes IdentificationMethod=DNA."
MMap:KS05-32:MMap8033,KIM_2007_ROK_2005_SURVEY,1006675,confirmed_occurrence,Anopheles sinensis,South Korea,Gyeonggi-do,MMAP_37.90517_126.73367,"Tongilchon, Paju",b+379_+1267,r183c1226,126.73366667,37.90516667,2005-07-21,2005,7,1,presence,44,Adult,"Adult, animal shed resting",not reported at record level,molecular_DNA_field_record,DNA; method detail not retained in layer,source_confirmed_molecular_ITS2,,detected; no non-detection inferred,public layer terms/reuse status require review,https://experience.arcgis.com/experience/5f95c3edfbea4634b8347fec0bd1dcd6,"ArcGIS MosquitoMap2 OBJECTID=1006675; raw source=2005 general survey; locality=Tongilchon, Paju; The 2005 survey publication reports ITS2 molecular confirmation; the service record exposes IdentificationMethod=DNA."
MMap:KS05-36:MMap8040,KIM_2007_ROK_2005_SURVEY,1006676,confirmed_occurrence,Anopheles sinensis,South Korea,Gyeonggi-do,MMAP_37.90517_126.73367,"Tongilchon, Paju",b+379_+1267,r183c1226,126.73366667,37.90516667,2005-07-29,2005,7,1,presence,52,Adult,"Adult, animal shed resting",not reported at record level,molecular_DNA_field_record,DNA; method detail not retained in layer,source_confirmed_molecular_ITS2,,detected; no non-detection inferred,public layer terms/reuse status require review,https://experience.arcgis.com/experience/5f95c3edfbea4634b8347fec0bd1dcd6,"ArcGIS MosquitoMap2 OBJECTID=1006676; raw source=2005 general survey; locality=Tongilchon, Paju; The 2005 survey publication reports ITS2 molecular confirmation; the service record exposes IdentificationMethod=DNA."
MMap:KS05-40:MMap8055,KIM_2007_ROK_2005_SURVEY,1006677,confirmed_occurrence,Anopheles sinensis,South Korea,Gyeonggi-do,MMAP_37.90517_126.73367,"Tongilchon, Paju",b+379_+1267,r183c1226,126.73366667,37.90516667,2005-08-04,2005,8,1,presence,53,Adult,"Adult, animal shed resting",not reported at record level,molecular_DNA_field_record,DNA; method detail not retained in layer,source_confirmed_molecular_ITS2,,detected; no non-detection inferred,public layer terms/reuse status require review,https://experience.arcgis.com/experience/5f95c3edfbea4634b8347fec0bd1dcd6,"ArcGIS MosquitoMap2 OBJECTID=1006677; raw source=2005 general survey; locality=Tongilchon, Paju; The 2005 survey publication reports ITS2 molecular confirmation; the service record exposes IdentificationMethod=DNA."
MMap:KS05-52:MMap8066,KIM_2007_ROK_2005_SURVEY,1006679,confirmed_occurrence,Anopheles sinensis,South Korea,Gyeonggi-do,MMAP_37.90517_126.73367,"Tongilchon, Paju",b+379_+1267,r183c1226,126.73366667,37.90516667,2005-08-10,2005,8,1,presence,44,Adult,"Adult, animal shed resting",not reported at record level,molecular_DNA_field_record,DNA; method detail not retained in layer,source_confirmed_molecular_ITS2,,detected; no non-detection inferred,public layer terms/reuse status require review,https://experience.arcgis.com/experience/5f95c3edfbea4634b8347fec0bd1dcd6,"ArcGIS MosquitoMap2 OBJECTID=1006679; raw source=2005 general survey; locality=Tongilchon, Paju; The 2005 survey publication reports ITS2 molecular confirmation; the service record exposes IdentificationMethod=DNA."
MMap:KS05-57:MMap8081,KIM_2007_ROK_2005_SURVEY,1006681,confirmed_occurrence,Anopheles sinensis,South Korea,Gyeonggi-do,MMAP_37.90517_126.73367,"Tongilchon, Paju",b+379_+1267,r183c1226,126.73366667,37.90516667,2005-08-19,2005,8,1,presence,17,Adult,"Adult, animal shed resting",not reported at record level,molecular_DNA_field_record,DNA; method detail not retained in layer,source_confirmed_molecular_ITS2,,detected; no non-detection inferred,public layer terms/reuse status require review,https://experience.arcgis.com/experience/5f95c3edfbea4634b8347fec0bd1dcd6,"ArcGIS MosquitoMap2 OBJECTID=1006681; raw source=2005 general survey; locality=Tongilchon, Paju; The 2005 survey publication reports ITS2 molecular confirmation; the service record exposes IdentificationMethod=DNA."
MMap:KS05-69:MMap8104,KIM_2007_ROK_2005_SURVEY,1006682,confirmed_occurrence,Anopheles sinensis,South Korea,Gyeonggi-do,MMAP_37.90517_126.73367,"Tongilchon, Paju",b+379_+1267,r183c1226,126.73366667,37.90516667,2005-08-25,2005,8,1,presence,47,Adult,"Adult, animal shed resting",not reported at record level,molecular_DNA_field_record,DNA; method detail not retained in layer,source_confirmed_molecular_ITS2,,detected; no non-detection inferred,public layer terms/reuse status require review,https://experience.arcgis.com/experience/5f95c3edfbea4634b8347fec0bd1dcd6,"ArcGIS MosquitoMap2 OBJECTID=1006682; raw source=2005 general survey; locality=Tongilchon, Paju; The 2005 survey publication reports ITS2 molecular confirmation; the service record exposes IdentificationMethod=DNA."
MMap:KS05-84:MMap8132,KIM_2007_ROK_2005_SURVEY,1006683,confirmed_occurrence,Anopheles sinensis,South Korea,Gyeonggi-do,MMAP_37.90517_126.73367,"Tongilchon, Paju",b+379_+1267,r183c1226,126.73366667,37.90516667,2005-09-02,2005,9,1,presence,40,Adult,"Adult, animal shed resting",not reported at record level,molecular_DNA_field_record,DNA; method detail not retained in layer,source_confirmed_molecular_ITS2,,detected; no non-detection inferred,public layer terms/reuse status require review,https://experience.arcgis.com/experience/5f95c3edfbea4634b8347fec0bd1dcd6,"ArcGIS MosquitoMap2 OBJECTID=1006683; raw source=2005 general survey; locality=Tongilchon, Paju; The 2005 survey publication reports ITS2 molecular confirmation; the service record exposes IdentificationMethod=DNA."
MMap:KS05-6:MMap8086,KIM_2007_ROK_2005_SURVEY,1006689,confirmed_occurrence,Anopheles sinensis,South Korea,Gyeonggi-do,MMAP_37.90802_126.73730,near Tongil bridge,b+379_+1267,r183c1226,126.73729722,37.90801944,2005-05-17,2005,5,1,presence,1,Larva,Larval collection,not reported at record level,molecular_DNA_field_record,DNA; method detail not retained in layer,source_confirmed_molecular_ITS2,,detected; no non-detection inferred,public layer terms/reuse status require review,https://experience.arcgis.com/experience/5f95c3edfbea4634b8347fec0bd1dcd6,ArcGIS MosquitoMap2 OBJECTID=1006689; raw source=2005 general survey; locality=near Tongil bridge; The 2005 survey publication reports ITS2 molecular confirmation; the service record exposes IdentificationMethod=DNA.
MMap:KS05-3:MMap8022,KIM_2007_ROK_2005_SURVEY,1006696,confirmed_occurrence,Anopheles sinensis,South Korea,Gyeonggi-do,MMAP_37.92204_126.74172,Near Warrior Base,b+379_+1267,r183c1226,126.74172222,37.92204167,2005-05-17,2005,5,1,presence,4,Larva,Larval collection,not reported at record level,molecular_DNA_field_record,DNA; method detail not retained in layer,source_confirmed_molecular_ITS2,,detected; no non-detection inferred,public layer terms/reuse status require review,https://experience.arcgis.com/experience/5f95c3edfbea4634b8347fec0bd1dcd6,ArcGIS MosquitoMap2 OBJECTID=1006696; raw source=2005 general survey; locality=Near Warrior Base; The 2005 survey publication reports ITS2 molecular confirmation; the service record exposes IdentificationMethod=DNA.
MMap:KS05-42:MMap8059,KIM_2007_ROK_2005_SURVEY,1006699,confirmed_occurrence,Anopheles sinensis,South Korea,Gyeonggi-do,MMAP_37.92309_127.08970,Near Pangyo,b+379_+1270,r183c1228,127.0897,37.92309167,2005-08-08,2005,8,1,presence,9,Larva,Larval collection,not reported at record level,molecular_DNA_field_record,DNA; method detail not retained in layer,source_confirmed_molecular_ITS2,,detected; no non-detection inferred,public layer terms/reuse status require review,https://experience.arcgis.com/experience/5f95c3edfbea4634b8347fec0bd1dcd6,ArcGIS MosquitoMap2 OBJECTID=1006699; raw source=2005 general survey; locality=Near Pangyo; The 2005 survey publication reports ITS2 molecular confirmation; the service record exposes IdentificationMethod=DNA.
MMap:KS05-43:MMap8061,KIM_2007_ROK_2005_SURVEY,1006705,confirmed_occurrence,Anopheles sinensis,South Korea,Gyeonggi-do,MMAP_37.93312_126.79560,Near Pangyo,b+379_+1267,r183c1227,126.7956,37.93311944,2005-08-08,2005,8,1,presence,7,Larva,Larval collection,not reported at record level,molecular_DNA_field_record,DNA; method detail not retained in layer,source_confirmed_molecular_ITS2,,detected; no non-detection inferred,public layer terms/reuse status require review,https://experience.arcgis.com/experience/5f95c3edfbea4634b8347fec0bd1dcd6,ArcGIS MosquitoMap2 OBJECTID=1006705; raw source=2005 general survey; locality=Near Pangyo; The 2005 survey publication reports ITS2 molecular confirmation; the service record exposes IdentificationMethod=DNA.
MMap:KS05-18:MMap7983,KIM_2007_ROK_2005_SURVEY,1006708,confirmed_occurrence,Anopheles sinensis,South Korea,Gyeonggi-do,MMAP_37.97792_126.94910,Neat LTA 130,b+379_+1269,r183c1227,126.9491,37.977925,2005-06-22,2005,6,1,presence,12,Larva,Larval collection,not reported at record level,molecular_DNA_field_record,DNA; method detail not retained in layer,source_confirmed_molecular_ITS2,,detected; no non-detection inferred,public layer terms/reuse status require review,https://experience.arcgis.com/experience/5f95c3edfbea4634b8347fec0bd1dcd6,ArcGIS MosquitoMap2 OBJECTID=1006708; raw source=2005 general survey; locality=Neat LTA 130; The 2005 survey publication reports ITS2 molecular confirmation; the service record exposes IdentificationMethod=DNA.
